elevation,aspect,slope,hd_to_hydrology,vd_to_hydrology,hd_to_roadways,hillshade_9am,hillshade_noon,hillshade_3pm,hd_to_firepoint,wilderness,soil,target
3037,171,12,400,151,6017,228,245,147,4952,0,29,1
3343,132,32,446,110,1831,251,205,55,1698,0,38,6
2789,45,13,212,28,1423,223,210,119,1091,2,10,1
2822,207,25,90,26,1350,195,253,182,2732,2,3,0
2783,52,24,150,130,153,224,180,77,1290,0,29,4
2047,115,25,30,9,711,253,207,66,674,3,0,3
3260,102,27,30,-2,2186,253,193,50,741,2,38,6
3386,343,16,234,30,5220,186,214,166,3451,2,37,6
2272,161,9,457,114,1401,230,242,144,892,3,1,3
2570,268,8,192,40,1288,200,243,182,1302,2,1,4
2111,95,13,0,0,969,240,221,110,309,3,2,3
2136,236,17,60,0,1262,187,253,199,1347,3,0,3
3252,320,15,150,16,2017,181,225,183,324,2,34,6
3110,14,23,180,34,994,192,187,124,1565,2,32,1
2127,336,23,108,35,408,163,202,174,454,3,9,2
2488,64,20,108,40,1146,234,195,84,874,2,1,5
2828,46,17,108,25,2089,223,201,106,1460,2,32,1
1931,143,19,153,55,190,244,232,109,960,3,2,2
2453,67,6,30,1,771,227,228,135,700,2,3,2
3373,210,13,67,1,4291,210,252,175,3471,2,32,6
2290,238,20,497,150,1338,180,253,206,845,3,1,3
3282,79,11,384,118,2676,234,220,117,3215,2,31,6
3372,190,16,430,86,4409,218,251,161,2848,2,32,0
2587,58,24,150,51,395,229,183,73,1626,2,9,5
2888,201,6,30,3,1651,218,245,163,1597,2,31,4
2740,41,5,234,60,1565,220,229,145,2089,2,10,2
3417,108,21,361,20,2173,250,211,79,3467,0,39,6
2391,283,17,95,32,1293,171,239,207,301,3,9,5
3100,29,12,124,15,4310,216,214,133,3446,0,22,0
2309,111,32,256,88,595,254,186,32,1699,3,2,3
2236,71,30,270,185,534,237,168,41,242,3,2,3
2693,114,22,124,55,1440,251,213,78,726,0,29,4
2149,98,19,0,0,780,247,210,84,815,3,4,3
2750,180,8,270,20,2239,223,245,156,2398,2,3,2
3257,331,8,824,-17,2103,201,230,168,661,2,21,0
3228,141,3,42,2,3295,225,238,149,2044,0,37,6
2749,28,4,124,-7,1842,218,232,150,2724,0,19,1
3429,306,20,1024,291,4188,162,225,202,2583,2,39,6
3500,313,12,270,53,1589,187,230,183,2012,1,39,6
2217,120,25,67,24,955,253,209,67,1337,3,2,3
2450,343,29,570,243,1062,150,183,163,277,3,9,2
3190,142,13,242,71,1907,239,237,125,2701,0,28,6
2879,134,26,190,82,4522,250,218,80,324,0,29,1
2755,87,4,90,3,2305,226,233,142,3836,0,22,1
3196,110,7,175,36,1179,233,232,132,1616,0,28,0
2223,158,32,0,0,1455,235,226,96,942,3,16,3
2521,33,26,175,-52,911,204,173,91,1172,2,9,5
2399,279,17,30,9,516,171,240,208,433,3,9,5
2813,315,2,124,1,2250,213,237,162,2387,0,11,1
2913,111,19,571,264,874,248,217,89,488,2,31,1
3271,56,12,190,-28,1782,228,214,117,1040,2,38,6
2813,163,6,618,41,2084,226,242,149,1832,2,16,4
2699,171,5,0,0,1006,223,242,154,1874,0,19,0
2925,37,14,365,56,2144,219,208,122,2060,2,30,1
2908,21,17,666,113,3084,207,202,128,1490,2,31,1
2164,316,36,120,75,603,104,184,207,871,3,9,5
2774,87,31,242,128,256,247,173,31,1945,0,29,4
2639,39,15,190,24,1958,219,205,117,2184,2,1,5
2941,295,11,30,6,4808,189,237,188,2043,0,28,4
2215,226,14,0,0,1230,200,252,187,573,3,16,3
2943,149,11,300,88,499,235,239,134,892,2,31,4
3370,39,6,0,0,4393,220,227,142,4194,0,39,6
3153,52,6,180,-12,4861,223,227,140,2136,0,18,0
2222,191,22,30,8,1110,213,251,161,324,3,0,3
2787,153,17,551,153,2724,238,239,124,1973,2,9,4
2282,216,8,510,136,1360,212,248,172,874,3,1,3
3217,126,13,234,42,1742,241,231,116,1507,1,22,0
2341,345,26,228,-38,1063,159,189,162,1177,3,9,2
3283,13,4,510,31,6123,215,231,152,655,0,21,0
2385,121,27,234,144,366,253,207,63,1921,3,2,3
3027,176,7,30,0,558,224,244,154,1191,0,29,0
2390,55,21,0,0,626,228,190,85,408,3,0,3
2424,342,18,150,77,484,179,210,167,618,2,10,5
2926,210,9,90,10,5192,213,249,171,3546,0,28,1
2275,174,26,417,135,1337,225,242,133,808,3,2,3
3171,29,37,510,175,573,181,134,63,1945,0,29,6
2944,94,21,382,-59,537,248,203,74,1948,0,28,4
2164,337,10,0,0,1008,197,225,167,711,3,13,3
3116,172,2,228,7,6603,220,239,156,2502,0,28,1
3355,69,9,85,-9,4595,230,222,125,4402,2,22,6
2611,17,10,182,11,765,212,219,144,1262,2,9,2
2530,26,6,228,22,285,217,227,146,1215,0,19,1
2737,328,17,108,24,1583,176,218,180,1235,2,9,4
3271,13,16,210,48,3181,203,205,136,3243,2,23,1
2722,121,26,67,27,2821,253,208,65,2079,0,28,4
2323,137,30,451,197,1209,249,213,68,713,3,2,3
2731,106,21,339,99,2509,250,209,76,2174,2,9,2
2735,85,25,201,103,210,246,188,56,811,0,29,4
3292,14,10,283,76,551,210,218,144,993,1,39,1
3239,346,15,127,27,1766,190,215,163,408,2,38,6
3291,16,18,150,2,2202,202,201,131,391,2,38,6
3074,86,14,212,26,1931,240,216,103,3539,2,23,0
2520,171,12,0,0,1214,228,245,147,485,2,3,2
3323,13,8,30,1,3045,213,225,149,2067,0,37,0
2743,67,26,150,62,1200,235,178,59,518,2,23,5
2274,208,17,60,14,1053,207,253,177,351,3,0,2
2367,58,12,268,160,150,228,214,117,1382,3,1,2
2422,88,26,124,46,607,248,188,53,1356,3,3,2
3141,78,6,201,63,150,227,230,137,2343,1,31,0
3152,135,1,218,10,3355,220,238,154,4046,0,28,0
2283,191,15,382,163,1061,218,251,162,553,3,2,3
3158,116,24,175,53,1080,253,209,69,2259,0,28,1
2747,100,18,242,68,313,247,212,87,499,0,29,4
2705,141,6,362,99,2497,230,238,142,1055,2,1,2
2679,70,5,492,34,816,225,230,140,1184,2,10,2
3012,4,28,124,52,4926,171,173,129,3966,0,28,0
2005,322,17,300,83,360,175,221,185,899,3,0,5
3469,337,20,361,209,1110,173,209,172,1655,1,38,6
3104,177,17,319,-7,1974,226,247,147,170,2,31,0
2994,155,13,424,75,1832,235,241,135,2689,2,31,1
3069,81,9,0,0,767,232,225,125,1458,0,29,0
3164,162,19,150,26,2176,235,241,129,2759,0,28,6
2949,18,8,85,0,4655,214,223,145,2147,0,22,4
2568,198,17,218,33,1390,212,252,169,2048,2,3,2
2310,140,14,30,5,85,240,235,121,108,3,10,3
2078,329,26,0,0,582,148,199,185,591,3,9,2
2368,74,17,108,0,480,238,206,93,569,3,1,2
2284,125,25,60,22,1282,252,214,75,607,3,2,2
2103,321,34,108,57,446,114,184,198,700,3,9,5
3271,0,10,150,16,4179,206,222,154,1655,0,22,0
3223,34,14,0,0,1598,217,209,124,819,2,38,6
2140,265,13,30,5,874,187,246,197,1482,3,16,3
2839,120,39,162,94,2186,252,178,15,569,2,12,4
3091,47,8,175,0,2255,223,222,133,1448,0,29,0
2797,18,12,85,6,1651,211,215,139,1641,2,9,4
2332,162,19,218,88,892,235,241,129,382,3,5,2
2881,163,9,457,142,1800,229,243,146,2103,2,12,4
3315,55,34,201,115,2588,218,149,38,430,2,38,6
3282,186,15,330,76,1731,221,250,158,1666,2,32,0
2216,122,33,192,116,849,254,193,37,256,3,2,3
2277,128,29,150,80,830,253,207,59,1468,3,2,3
3228,45,10,175,15,6062,223,219,130,735,0,22,0
3026,85,16,134,33,1050,241,211,96,1716,2,21,1
2659,352,20,201,60,1588,181,202,155,2753,2,9,5
3152,86,3,30,-1,1825,224,234,145,4385,1,18,0
2398,183,14,150,45,42,223,249,155,234,2,1,5
3364,88,17,481,207,1355,243,211,92,955,2,38,6
2459,268,13,480,206,875,186,245,198,351,3,1,5
3014,258,16,443,52,5915,181,248,204,1771,0,28,0
2830,276,18,644,69,2042,170,241,210,1861,2,16,4
3203,281,8,569,56,2624,199,241,182,212,2,22,0
2315,255,21,268,63,1710,166,248,217,902,3,1,5
3186,215,10,323,51,335,211,249,174,2751,2,30,1
2230,72,8,0,0,1315,230,224,127,618,3,1,3
2559,353,20,150,40,1282,181,200,154,1233,2,9,5
2178,271,28,182,94,1188,136,235,232,450,3,0,2
2958,107,9,42,5,755,236,229,124,2442,0,28,1
2100,71,28,108,56,295,238,173,47,371,3,9,3
2455,249,12,134,5,918,195,249,191,150,3,5,5
2783,165,15,60,6,1159,232,244,138,1026,2,1,2
3209,257,3,255,19,6018,212,241,167,1722,0,21,1
2805,68,26,480,131,510,236,179,59,2404,0,23,4
2247,68,4,0,0,509,224,231,142,582,3,9,3
2898,27,8,256,43,2864,217,222,141,2259,0,28,1
3136,154,10,180,27,2277,232,241,139,2473,0,29,0
3249,223,19,67,7,2418,192,254,194,560,2,38,6
3412,109,10,658,179,2103,238,229,121,1597,0,34,6
2179,126,27,162,79,778,253,209,65,162,3,2,3
2057,303,11,0,0,955,190,235,185,228,3,16,3
2319,160,22,309,206,979,237,239,121,437,3,5,3
2321,104,22,272,124,691,251,205,71,1621,3,2,3
2278,184,34,255,158,1068,206,239,138,497,3,2,3
2882,325,11,741,116,2226,191,227,176,847,2,10,4
3313,84,10,210,-21,1994,234,224,121,3226,0,37,6
3155,335,12,30,8,2780,192,223,170,914,2,22,1
2540,157,8,361,49,850,229,241,145,1158,2,1,2
3062,137,9,201,40,1423,234,237,133,721,2,31,1
2937,301,18,511,139,1690,169,230,201,1165,2,30,1
2122,20,11,0,0,1273,212,217,140,451,3,13,3
2796,117,7,240,0,2310,232,234,135,1513,0,11,1
2160,108,32,85,47,1006,254,185,32,361,3,2,3
3095,60,8,0,0,5101,226,224,132,2174,0,22,0
2411,142,8,85,7,30,232,238,138,228,2,1,5
2430,60,16,0,0,384,231,205,102,849,2,19,5
2336,72,1,0,0,457,219,237,154,1449,3,0,3
3485,324,10,150,38,1616,194,229,175,1994,1,39,6
2041,112,25,30,2,510,253,203,62,685,3,0,3
3277,315,9,920,151,3697,196,233,176,2648,0,37,0
2796,76,30,180,112,190,240,171,39,1471,0,28,4
3356,99,14,268,19,2596,242,220,104,2480,0,38,6
2029,61,27,30,26,240,230,173,58,443,3,2,3
2351,63,13,0,0,495,231,214,113,514,3,1,3
2456,344,15,42,7,1136,189,216,165,1604,2,9,5
2820,43,22,150,32,1557,219,187,93,2353,2,32,1
3339,353,9,90,18,2121,204,224,158,1128,2,38,6
2743,345,11,153,12,1627,199,223,163,1207,2,9,4
2486,340,17,108,-6,516,183,214,169,1356,3,9,5
3198,90,10,0,0,2721,236,224,118,2742,0,28,0
2271,133,36,300,171,768,249,197,41,272,3,2,3
2395,146,14,85,25,534,238,237,126,912,2,3,2
2999,84,14,228,33,994,239,215,103,2557,0,28,1
2440,24,31,216,78,644,188,159,91,1168,3,9,2
2854,72,23,569,180,589,239,190,71,2376,0,23,4
3184,34,3,450,89,5074,219,232,149,2101,0,18,0
2881,52,30,361,51,390,220,160,53,1572,0,28,1
2800,79,15,90,30,1813,239,211,98,1747,2,32,4
3252,345,7,450,256,750,207,230,161,2084,0,29,6
2261,60,22,0,0,420,231,190,81,1664,3,3,3
3767,11,19,1019,358,4827,197,199,135,2953,2,39,6
3200,20,9,604,124,420,214,221,143,1853,2,32,1
2108,340,12,30,2,1230,195,223,166,1034,3,16,3
2283,125,10,30,4,212,236,233,127,391,3,10,2
2130,34,7,0,0,949,219,225,142,1450,3,16,3
2523,10,18,124,33,1530,198,201,137,972,2,9,5
2249,127,24,30,8,417,251,216,78,1861,3,2,3
2668,155,17,192,24,977,238,239,125,573,2,1,2
2359,16,26,323,206,1129,187,175,114,1253,3,9,2
2744,33,23,90,16,1115,209,183,100,2006,2,23,1
2137,100,36,124,65,579,251,168,0,90,3,2,3
3031,14,4,216,11,1410,216,231,153,1215,2,31,1
2887,63,19,0,0,4422,233,198,90,1332,0,22,1
2897,104,28,511,248,531,253,193,48,1816,0,29,4
2172,127,21,134,44,268,249,221,89,458,3,0,2
2448,278,21,150,33,485,157,238,218,285,3,9,5
2337,120,35,162,96,319,253,188,30,1842,3,2,3
2041,61,6,0,0,757,225,228,137,648,3,16,3
3374,326,2,153,-1,4362,215,237,160,4019,0,39,6
2288,28,34,67,31,1507,187,148,76,1065,3,9,2
2775,25,12,255,85,2984,213,213,134,6374,0,28,0
2969,266,15,124,-5,1221,181,245,203,805,2,31,1
2898,352,3,60,6,4941,214,233,158,1556,0,22,4
2211,327,33,30,15,661,122,183,190,510,3,9,5
3558,349,10,247,65,1661,202,224,160,1294,1,39,6
2923,72,4,67,3,1329,224,232,144,3218,0,22,0
3103,72,18,170,59,4960,238,202,88,1786,0,28,0
3383,314,13,470,83,1441,185,230,185,934,2,38,6
2395,322,14,488,215,1507,184,226,181,603,3,5,2
3265,149,19,424,93,1777,242,235,114,1317,1,32,0
3024,26,17,870,252,953,210,201,123,1449,2,23,0
3191,332,8,90,16,4253,201,230,168,3341,0,22,0
3311,156,15,390,32,3994,235,241,132,1954,2,37,6
2190,305,13,0,0,1348,182,232,190,966,3,16,3
2309,44,20,153,65,1312,220,191,97,547,3,9,2
3309,117,2,124,-4,3842,223,237,150,2415,0,37,6
2175,18,24,30,6,1262,194,183,117,859,3,16,3
2863,357,9,108,19,3845,207,225,156,6375,0,28,1
1990,126,10,0,0,180,238,233,125,228,3,5,3
2585,200,21,309,165,1610,206,253,172,713,2,3,2
3460,83,20,339,154,4251,243,202,79,872,0,39,6
3119,205,4,60,7,1702,217,243,162,2415,2,31,1
3047,122,9,541,43,5700,235,233,129,4012,0,28,0
3094,150,9,234,24,1940,233,240,138,633,2,31,1
2593,307,23,90,48,1167,151,219,206,1489,2,32,5
2205,120,26,150,75,1282,253,207,64,658,3,2,3
2452,333,19,120,25,295,174,213,176,1172,3,9,5
2305,344,31,228,13,1113,144,176,160,1131,3,9,2
2773,355,10,492,96,2801,203,222,157,1448,2,31,4
3300,359,20,488,164,3801,186,199,147,3680,2,39,6
2644,180,2,404,116,708,220,240,157,1443,2,1,2
2831,95,9,30,4,5370,234,227,124,4551,0,28,0
2658,253,15,30,3,1466,185,249,201,1320,2,3,5
3394,294,8,319,28,1782,197,238,181,741,2,37,6
2891,139,15,242,78,2114,241,234,118,1071,2,31,4
3017,349,6,313,-2,4186,209,230,159,1312,0,28,1
2474,212,20,0,0,725,199,254,184,977,2,3,2
3234,210,19,277,-33,3388,203,254,181,573,2,32,1
3086,189,11,42,6,3132,221,248,160,5569,0,19,0
2128,190,13,60,-3,1333,219,250,161,1302,3,16,3
2385,207,5,459,188,633,217,245,164,1684,3,5,3
1949,39,30,150,70,182,206,160,70,618,3,0,5
2211,45,7,0,0,644,222,225,138,1687,3,3,3
3218,138,6,474,36,4329,230,238,142,2691,0,28,0
2738,96,14,390,-22,1507,241,219,105,999,2,10,2
2800,300,27,408,241,1275,136,218,217,960,2,32,5
3674,3,15,1159,319,5213,198,210,148,3665,2,39,6
3395,84,7,582,-42,771,230,228,131,607,1,39,6
2738,135,9,30,0,1101,235,236,132,738,2,10,2
3185,87,10,60,-6,2166,235,224,119,860,0,22,0
2044,92,15,30,8,480,242,215,98,658,3,0,3
2512,37,18,218,64,1140,216,196,109,990,2,9,2
2497,298,22,42,5,793,155,227,210,1690,2,32,5
3417,104,12,658,184,2139,241,224,111,1557,0,34,6
2525,33,5,30,-4,1215,219,229,147,1359,2,16,5
2450,14,8,134,10,976,213,224,148,1276,2,1,5
2892,281,11,808,212,2223,189,241,192,1712,2,12,4
3082,324,18,95,4,2687,171,217,185,1320,2,32,0
2317,330,10,0,0,1470,196,228,171,488,3,16,5
3178,181,22,272,62,2551,222,248,148,3246,2,32,1
2401,131,18,212,57,674,246,228,104,1383,3,0,5
3338,133,24,450,-24,457,250,219,82,787,1,31,0
3395,104,21,541,161,1921,250,209,78,1940,0,39,0
2195,19,35,342,144,488,171,144,88,376,3,9,2
2373,287,23,424,168,339,151,232,218,726,3,9,2
2257,128,25,127,69,1273,251,216,77,1022,3,2,3
3103,244,34,570,12,3847,133,243,231,1116,2,32,1
3076,309,18,242,66,618,169,226,196,1740,2,21,0
3268,54,10,67,-4,3762,226,218,125,3826,0,37,6
3270,35,18,351,80,5271,215,197,112,1503,0,28,1
2132,252,14,30,2,940,188,249,198,1438,3,16,3
2294,351,22,0,0,1012,175,196,155,888,3,9,3
3319,357,28,806,156,1423,166,179,142,1638,2,38,6
2585,111,4,391,130,469,227,235,143,258,2,1,2
2232,153,36,0,0,1448,236,215,75,918,3,0,3
2496,337,16,134,38,433,183,216,171,1436,3,9,5
2383,244,29,201,54,256,149,247,225,674,3,9,2
2080,103,13,255,160,283,242,222,108,537,3,0,2
2831,101,32,175,98,2155,253,180,30,451,2,12,4
2165,334,32,192,78,420,130,179,178,457,3,9,2
3029,124,22,350,62,738,250,218,85,671,0,28,0
2270,335,18,376,128,876,177,213,174,1044,3,9,2
2067,96,35,42,16,371,250,168,0,295,3,2,3
2260,118,21,124,39,553,250,217,84,1740,3,2,3
3366,187,13,624,117,4442,221,249,159,2514,2,37,6
3533,7,14,541,141,1440,201,211,145,1954,1,39,6
3228,198,3,446,34,5850,218,242,160,1868,0,21,1
3338,49,17,150,12,1868,225,202,105,4890,1,21,0
3233,23,7,85,-1,3054,216,225,145,2780,2,38,6
2635,171,26,95,56,1772,227,240,128,1234,2,3,2
2344,66,22,162,74,703,235,190,76,875,3,0,5
2692,47,17,309,92,1128,224,201,106,2461,0,29,1
2829,67,20,153,70,1498,236,197,85,1396,2,32,4
2754,50,23,150,58,162,223,183,82,1276,0,28,4
3131,331,23,384,150,277,158,204,181,1410,2,23,0
2480,89,19,30,-10,1123,245,206,82,1480,2,3,2
3445,11,11,467,196,1065,208,217,145,1537,1,39,6
2846,26,7,60,11,3027,217,225,144,4482,0,28,1
2310,58,8,0,0,342,226,224,132,819,3,3,3
3054,19,10,300,50,3990,213,219,142,4199,0,28,0
2775,148,19,335,101,1770,242,234,113,1061,0,29,4
2022,19,14,30,6,446,209,210,136,495,3,9,3
2068,90,15,30,4,942,242,215,99,218,3,0,3
2892,324,10,30,9,1761,194,229,175,1495,2,22,4
3161,16,10,85,13,1020,211,219,143,2131,0,28,1
3365,102,30,67,26,1889,253,186,38,1032,2,38,6
2302,66,26,67,32,624,234,178,60,789,3,0,5
3192,347,8,210,19,3279,206,228,160,3470,0,22,0
3247,172,14,309,36,3169,228,246,146,1019,2,31,1
2914,98,19,450,118,1006,247,210,84,767,0,29,1
2835,91,13,210,72,1602,240,218,106,1574,2,32,4
2289,134,26,67,32,1084,250,218,78,916,3,5,2
2311,147,30,201,113,990,244,221,83,807,3,5,2
3178,108,11,182,33,319,239,227,118,2249,1,12,0
2631,207,11,323,205,2030,213,250,171,390,2,1,2
2968,317,10,277,68,2885,194,231,178,2103,0,28,1
2232,118,24,85,38,1530,252,211,72,450,3,1,5
2869,124,11,300,147,1852,239,232,123,679,2,31,4
2174,199,32,309,155,577,192,247,169,323,3,0,2
2256,149,28,376,120,1273,243,226,92,725,3,2,3
2466,289,15,234,31,603,177,237,200,1655,3,5,2
2360,305,24,120,54,1167,145,218,209,1500,3,9,5
3225,69,19,30,14,1606,236,200,88,778,2,38,6
3056,69,3,532,13,1731,223,233,145,2553,0,28,1
2526,338,4,30,4,2475,210,233,162,789,2,9,5
2584,181,36,67,34,2584,206,235,130,930,2,3,2
2337,343,20,108,30,1239,175,205,166,295,3,9,5
2798,155,18,390,170,3020,238,238,122,1445,2,3,2
2232,356,27,30,19,797,167,181,144,531,3,9,2
2682,34,3,60,3,2100,219,232,149,1830,2,16,4
2287,56,34,218,126,750,219,149,36,430,3,9,2
2270,313,29,127,54,684,132,204,206,1731,3,9,2
2118,113,22,30,7,1008,251,211,77,350,3,2,3
2745,99,10,85,28,1831,236,227,121,3481,0,11,1
2218,74,10,0,0,443,233,220,119,1129,3,0,3
2793,322,25,450,186,1470,147,205,193,1181,2,32,1
2702,85,3,120,3,60,223,234,147,764,2,16,4
2265,301,26,120,55,849,139,219,215,691,3,9,2
2177,106,34,182,126,510,253,177,20,182,3,2,3
3141,293,7,0,0,1387,200,239,178,1215,1,23,0
2152,358,22,150,24,600,180,194,147,268,3,9,5
3322,352,13,661,133,2721,196,217,158,2155,2,39,6
2801,55,23,430,127,454,227,184,78,2308,0,28,4
2690,35,6,0,0,2751,219,227,144,2123,0,15,4
2949,72,14,270,36,4765,235,213,106,2751,0,28,1
3119,107,26,433,183,1762,253,200,58,2866,2,32,0
2288,48,17,175,41,1259,224,200,104,601,3,1,5
2813,305,19,30,15,1880,165,226,201,1207,2,22,4
2120,3,23,90,21,319,182,189,138,376,3,9,5
2318,113,32,190,93,467,254,189,35,1825,3,2,3
2444,358,15,212,-5,1012,196,211,152,150,3,5,5
3095,120,21,90,-4,2479,251,217,83,1410,2,26,0
3440,2,19,658,242,4227,191,201,145,3570,2,38,6
2649,197,19,180,15,2257,211,252,168,2442,2,3,2
2913,306,8,30,6,3653,198,236,178,4948,0,28,1
2711,69,25,120,36,150,237,182,62,1655,0,28,4
2498,178,7,42,1,1749,223,244,155,859,2,3,2
3306,67,13,458,92,785,232,215,112,1144,2,38,6
2288,23,2,0,0,175,218,235,154,408,3,10,3
2829,117,36,150,84,2197,253,181,22,579,2,12,4
2751,45,15,190,38,2550,223,206,114,335,2,9,4
3159,180,5,150,0,3665,222,243,156,4696,0,28,0
2856,216,26,361,73,3328,184,253,194,1690,2,3,2
3337,201,16,722,110,4126,212,252,171,2005,0,37,6
3430,319,14,553,67,1936,183,226,183,499,2,38,6
3252,279,7,212,26,5683,200,241,181,1477,0,21,0
3105,309,3,270,-21,2496,210,237,165,1798,2,22,1
2382,29,18,42,5,765,211,199,119,1064,2,9,5
2490,327,24,95,16,805,155,206,187,671,2,9,5
2920,107,21,95,22,3730,250,211,79,5130,0,29,1
2429,268,13,295,123,1103,186,245,198,1395,3,5,5
2922,258,25,85,36,6223,152,245,225,4705,0,23,1
2406,31,11,60,3,351,217,216,133,524,2,9,5
3391,74,8,108,-5,2272,230,226,129,3560,0,37,6
3083,115,19,67,19,3160,249,218,89,3101,0,29,0
2710,131,17,150,56,1530,246,228,104,808,0,29,4
3177,281,7,446,24,1719,200,241,180,379,2,22,0
3290,69,12,42,4,1974,233,216,113,3009,0,38,0
2762,40,20,150,110,153,218,192,102,1266,0,29,4
2855,355,10,641,88,2089,203,222,157,890,2,10,4
2978,45,17,366,-9,6323,222,201,107,3034,0,19,1
2033,357,20,335,-24,661,184,200,150,845,3,9,5
2707,28,5,240,8,30,218,230,148,708,2,16,4
3039,138,32,513,158,865,248,210,64,2580,0,28,0
2419,353,11,390,113,1103,200,220,158,1209,3,5,5
3400,171,9,1168,179,3017,226,244,150,1451,2,37,6
2865,151,11,190,32,3801,234,240,136,3406,0,11,1
3021,273,13,785,43,5711,185,243,197,6145,0,28,1
2426,304,30,256,120,732,124,208,217,1215,3,9,5
3308,200,16,742,81,4387,212,252,170,1848,0,37,6
2688,87,24,127,34,192,247,193,61,618,0,29,4
2367,356,7,0,0,711,209,227,157,1537,3,10,3
2722,216,16,108,26,957,202,254,184,1900,2,3,4
2779,114,20,362,137,2348,250,216,85,2197,2,3,2
3362,107,15,95,-14,2206,244,221,103,3363,0,37,6
2899,301,12,95,19,3140,185,234,189,2122,0,28,1
2934,249,41,216,150,2442,105,231,242,1651,2,12,0
2685,1,16,60,3,2058,196,209,149,2590,2,9,5
2185,113,32,134,74,967,254,188,35,342,3,2,3
3403,341,29,283,167,4542,148,184,167,3987,2,38,6
2702,122,18,30,7,2806,248,222,95,2079,0,15,4
2824,170,5,0,0,1991,224,242,153,2466,2,16,4
1983,324,15,162,-1,150,180,223,182,450,3,0,2
2397,186,12,228,53,895,222,248,158,1557,3,5,5
2032,27,23,60,32,420,204,184,107,696,3,9,2
2786,317,32,437,138,973,119,193,204,1500,2,27,1
2824,0,5,234,16,1963,213,231,156,2525,0,29,0
3358,68,31,201,18,3102,234,162,0,1940,0,38,6
3442,177,16,940,93,3421,226,247,148,1087,2,35,6
3532,32,6,256,39,1471,219,227,145,1062,1,39,6
3048,325,17,182,-6,2534,177,220,182,1355,2,32,0
2898,111,12,366,132,1800,240,227,116,1165,2,31,1
2378,330,26,67,22,735,148,198,184,1154,3,9,5
3107,345,7,309,37,2197,206,229,161,2282,2,31,0
3025,121,22,30,10,4806,251,217,83,323,0,29,0
2874,332,9,134,-6,1710,198,228,170,1441,2,31,4
2962,325,18,234,16,2846,172,217,183,513,2,32,0
2778,56,14,272,5,295,228,211,113,832,0,29,4
2143,27,20,0,0,1237,207,193,115,541,3,13,3
2562,171,11,162,26,816,228,245,149,424,0,29,1
2873,0,8,190,26,3894,208,225,154,6404,0,11,1
2443,330,14,108,13,942,185,222,176,1290,3,5,2
3402,334,18,60,18,1760,177,214,174,1961,1,38,6
2355,114,24,228,81,218,253,207,67,1065,2,1,2
3410,63,8,680,185,3255,227,224,131,1806,2,38,6
2927,174,9,618,79,2673,226,245,152,1825,2,25,4
1956,57,31,256,105,242,224,161,48,789,3,0,5
3430,311,10,499,36,4913,193,233,180,4181,2,37,6
3389,186,6,247,-7,2471,221,245,158,360,2,37,6
3303,40,4,30,2,1443,220,231,148,1358,0,34,0
3197,270,7,124,16,2906,202,243,180,1433,2,22,0
2665,38,6,351,22,1350,220,227,143,5863,0,28,1
2606,118,6,210,2,1489,230,235,138,1036,2,1,2
2046,101,17,0,0,782,246,214,90,618,3,0,3
3236,204,12,120,36,2991,213,251,171,108,2,21,6
3373,295,17,30,9,5077,169,233,203,3721,2,37,6
2290,355,15,319,66,966,195,213,154,242,3,9,2
2890,184,25,150,35,488,216,247,149,1104,2,12,4
3708,356,14,1101,299,5101,197,215,155,3282,2,39,6
2897,276,6,127,9,1284,203,241,178,1674,0,28,0
2892,84,28,362,220,1302,246,180,44,955,2,31,4
2827,77,17,351,178,1170,239,206,92,730,2,12,4
2833,239,3,0,0,511,214,241,165,376,2,22,0
3236,180,10,700,22,531,224,247,155,2553,2,12,1
3047,251,12,258,39,3460,193,248,193,1638,2,12,0
2871,350,15,228,76,1590,192,214,159,1909,2,30,5
3341,110,24,60,7,3587,252,206,68,3027,2,38,6
2850,52,19,351,77,1243,226,197,97,2655,2,32,1
2249,49,28,30,8,1487,218,167,65,953,3,16,3
3062,100,20,30,-12,2724,249,208,78,3915,0,21,0
3177,270,11,255,-36,3287,190,244,193,1250,0,28,0
3202,192,10,309,39,2737,219,248,162,930,2,31,0
2749,73,20,371,75,390,239,198,81,2388,0,28,4
3379,133,18,240,50,955,246,228,104,4076,1,37,1
2075,73,32,242,60,510,237,161,30,551,3,5,2
2376,218,30,150,106,1277,173,251,199,525,3,0,5
2871,110,21,256,-33,1231,251,211,78,1989,0,29,1
2881,8,21,108,24,2532,192,195,135,1113,2,32,1
3223,43,27,630,31,830,213,169,75,1964,0,29,6
2888,48,7,319,56,824,223,225,137,1500,2,10,4
3081,247,10,134,20,5629,198,248,188,2148,0,21,1
2041,9,8,0,0,553,211,224,150,691,3,13,3
2537,72,8,95,0,690,230,224,127,153,0,28,1
3249,102,32,162,24,2067,253,181,30,42,2,38,6
2359,83,11,0,0,1234,236,220,114,633,3,5,3
2572,116,19,366,74,845,249,219,91,1284,2,1,2
2373,125,19,150,68,811,248,223,96,752,3,2,2
2190,285,32,216,115,1514,118,221,235,792,3,9,2
3221,72,5,268,22,5952,226,230,138,633,0,22,0
3111,16,14,270,65,4859,207,209,137,738,0,28,1
2894,317,19,450,184,1259,166,220,192,2341,2,32,1
2855,100,24,162,110,2101,251,199,62,711,2,12,4
