,elevation,aspect,slope,hd_to_hydrology,vd_to_hydrology,hd_to_roadways,hillshade_9am,hillshade_noon,hillshade_3pm,hd_to_firepoint,wilderness,soil,target
3932,2289,160,20,120,35,339,236,240,124,446,3,3,2
3933,2192,159,16,0,0,816,235,241,131,420,3,3,3
3934,2191,190,18,0,0,841,218,251,161,421,3,3,3
3935,2322,45,15,285,98,1127,223,206,113,350,3,5,2
3936,2157,8,7,30,0,1115,212,227,152,859,3,16,3
3937,2154,187,20,0,0,1140,218,250,157,918,3,16,3
3938,2149,107,18,30,4,1276,247,216,90,1184,3,0,3
3939,2144,22,7,0,0,1291,216,225,146,1213,3,16,3
3940,2150,352,26,42,12,1323,166,187,152,1273,3,16,3
3941,2141,328,9,30,6,1341,199,230,171,1410,3,16,3
3942,2128,27,9,0,0,1154,217,221,140,1448,3,16,3
3943,2126,72,10,0,0,1140,232,220,119,1448,3,16,3
3944,2117,88,17,30,2,1127,243,211,92,1431,3,16,3
3945,2116,307,17,0,0,1092,173,228,195,1384,3,16,3
3946,2124,317,13,0,0,1082,186,229,182,1370,3,16,3
3947,2125,307,7,30,1,1072,201,236,175,1355,3,16,3
3948,2131,271,15,60,7,1063,179,244,204,1342,3,16,3
3949,2219,12,23,201,98,1024,190,187,127,1262,3,0,2
3950,2212,331,28,218,91,1020,144,193,182,1237,3,9,2
3951,2306,342,26,361,197,1127,156,190,166,1230,3,9,2
3952,2328,67,12,339,145,1340,232,215,113,1020,3,5,3
3953,2310,114,14,300,127,1374,243,225,108,967,3,5,3
3954,2304,135,14,283,141,1392,241,233,118,942,3,2,3
3955,2292,136,19,256,129,1429,246,229,104,890,3,2,3
3956,2285,138,20,242,127,1448,246,229,102,865,3,2,3
3957,2269,133,24,216,111,1410,250,221,85,816,3,2,3
3958,2259,126,25,201,101,1392,252,213,73,792,3,2,3
3959,2246,118,27,190,100,1374,254,204,59,768,3,2,3
3960,2205,128,26,150,69,1323,252,214,73,700,3,2,3
3961,2194,128,28,127,58,1307,252,209,64,679,3,2,3
3962,2181,124,29,108,51,1291,253,204,56,658,3,2,3
3963,2171,356,20,0,0,1130,184,201,151,480,3,9,2
3964,2227,346,23,0,0,1124,168,195,161,607,3,9,3
3965,2231,345,20,0,0,1130,177,205,164,577,3,9,3
3966,2230,337,14,0,0,1136,189,221,170,547,3,9,3
3967,2259,228,14,30,5,1103,199,252,188,400,3,0,2
3968,2340,275,28,108,44,1041,133,233,232,201,3,5,2
3969,2280,4,7,0,0,1048,211,227,153,371,3,15,3
3970,2058,9,5,0,0,646,215,230,153,811,3,2,3
3971,2063,321,17,0,0,618,175,222,186,787,3,13,3
3972,2140,14,28,234,74,300,181,169,112,552,3,9,5
3973,2127,27,27,192,72,268,197,169,95,532,3,9,5
3974,2043,334,27,67,39,319,149,194,178,541,3,9,5
3975,2072,240,26,212,74,433,162,250,218,607,3,4,2
3976,2769,117,17,67,19,2040,246,222,99,745,2,30,1
3977,2776,8,21,85,28,2465,190,192,134,644,2,30,1
3978,2279,207,17,90,17,297,207,253,177,376,3,9,2
3979,2198,126,13,0,0,787,242,231,115,395,3,13,3
3980,2187,205,4,0,0,882,217,243,162,395,3,13,3
3981,2199,188,24,0,0,932,215,249,155,408,3,3,3
3982,2159,335,7,0,0,1110,205,231,165,779,3,16,3
3983,2173,348,28,30,17,1131,157,183,157,837,3,16,3
3984,2152,45,14,0,0,1167,223,210,118,924,3,16,3
3985,2147,207,4,0,0,1181,217,244,163,953,3,16,3
3986,2154,219,21,30,7,1195,192,254,192,983,3,16,3
3987,2166,207,28,30,13,1209,189,252,183,1012,3,0,3
3988,2151,328,22,0,0,1317,160,208,184,1218,3,16,3
3989,2184,21,35,67,41,1207,174,145,86,1451,3,9,2
3990,2137,24,21,30,7,1128,203,189,115,1477,3,16,3
3991,2123,46,23,0,0,1100,220,184,88,1456,3,16,3
3992,2115,335,19,30,8,1075,174,211,175,1425,3,16,3
3993,2130,341,13,0,0,1053,192,220,166,1396,3,16,3
3994,2128,4,7,30,4,1044,211,227,153,1382,3,16,3
3995,2129,275,12,42,-2,1034,188,243,194,1369,3,16,3
3996,2225,332,23,247,111,990,160,204,180,1266,3,9,2
3997,2268,10,31,272,143,997,171,163,116,1233,3,9,2
3998,2326,261,6,404,143,1242,205,243,177,1140,3,5,3
3999,2332,225,3,361,144,1279,215,242,165,1087,3,5,3
4000,2315,119,21,297,132,1332,250,217,84,1008,3,5,3
4001,2285,142,21,228,122,1406,245,229,101,907,3,2,3
4002,2276,140,23,216,113,1425,247,226,95,882,3,2,3
4003,2268,140,24,201,110,1445,247,225,92,858,3,2,3
4004,2259,138,26,190,101,1434,249,221,84,834,3,2,3
4005,2249,134,26,175,91,1416,250,217,78,811,3,2,3
4006,2225,114,25,153,79,1381,253,206,65,765,3,2,3
4007,2198,104,23,127,58,1348,251,203,66,721,3,2,3
4008,2184,108,26,108,48,1333,253,200,58,700,3,2,3
4009,2171,114,27,85,35,1317,254,200,55,680,3,2,3
4010,2132,106,16,30,6,1275,246,219,97,624,3,2,3
4011,2250,313,12,0,0,1155,189,231,182,454,3,9,3
4012,2254,312,13,0,0,1142,185,230,185,424,3,0,3
4013,2260,310,13,0,0,1131,185,231,186,395,3,0,3
4014,2264,310,11,0,0,1120,189,232,183,365,3,0,3
4015,2370,189,14,162,68,1057,219,250,161,108,3,5,2
4016,2362,117,15,212,50,1052,244,225,106,67,3,5,2
4017,2317,90,8,67,15,1052,233,227,127,190,3,5,2
4018,2291,129,16,0,0,1065,244,229,108,306,3,5,3
4019,2284,4,3,0,0,1071,215,233,155,335,3,15,3
4020,2128,55,18,127,73,277,229,199,97,547,3,9,2
4021,2032,61,12,0,0,295,230,214,115,547,3,0,3
4022,2044,312,28,60,24,324,133,206,208,560,3,9,5
4023,2055,325,26,85,42,342,147,202,190,569,3,9,5
4024,2832,107,17,258,73,1889,247,217,92,960,2,12,4
4025,2943,233,15,108,27,324,194,252,193,1325,2,31,1
4026,2270,148,12,60,8,283,236,239,131,342,3,9,3
4027,2205,139,22,0,0,764,247,227,97,379,3,3,3
4028,2225,172,28,30,8,1090,224,239,127,242,3,0,3
4029,2161,310,4,0,0,1129,209,237,166,759,3,16,3
4030,2165,309,19,0,0,1138,164,224,198,787,3,16,3
4031,2178,314,30,30,19,1148,127,201,206,816,3,16,3
4032,2156,18,28,0,0,1207,187,170,107,960,3,16,3
4033,2153,217,2,0,0,1235,217,241,161,1019,3,16,3
4034,2157,177,18,0,0,1282,226,247,147,1106,3,16,3
4035,2153,326,20,0,0,1329,165,213,185,1194,3,16,3
4036,2191,33,33,90,48,1165,194,149,69,1485,3,9,2
4037,2138,13,11,0,0,1025,209,217,144,1422,3,9,3
4038,2331,339,25,384,206,1060,158,195,171,1283,3,9,2
4039,2320,150,8,404,139,1200,231,240,141,1181,3,5,3
4040,2325,198,17,361,142,1237,212,252,169,1128,3,5,3
4041,2327,188,15,339,144,1256,220,250,159,1101,3,5,3
4042,2298,129,21,255,115,1326,249,222,90,999,3,2,3
4043,2289,133,21,234,106,1345,248,225,95,973,3,2,3
4044,2274,142,23,201,111,1383,246,227,96,924,3,2,3
4045,2257,141,25,175,94,1423,247,225,91,876,3,2,3
4046,2248,137,26,162,90,1443,249,221,83,853,3,2,3
4047,2237,136,26,150,79,1440,249,219,81,830,3,2,3
4048,2228,134,25,134,70,1423,250,220,83,807,3,2,3
4049,2219,128,23,124,61,1406,250,219,83,785,3,2,3
4050,2151,113,25,42,15,1329,253,205,64,684,3,2,3
4051,2130,82,7,0,0,1301,230,228,132,649,3,2,3
4052,2133,322,11,0,0,1289,191,229,177,633,3,3,3
4053,2166,260,15,67,8,1216,181,247,204,553,3,9,2
4054,2261,359,29,60,34,1189,164,174,137,571,3,9,2
4055,2276,326,18,0,0,1138,174,218,183,331,3,0,3
4056,2315,134,14,42,13,1082,241,233,118,182,3,5,2
4057,2292,108,13,0,0,1090,241,225,111,272,3,15,3
4058,2321,322,21,85,41,1121,163,214,189,421,3,9,5
4059,2329,312,14,134,49,1138,182,229,187,481,3,4,5
4060,2068,65,5,0,0,725,225,230,140,895,3,2,3
4061,2129,323,32,134,76,541,124,189,195,745,3,9,5
4062,2036,102,17,0,0,313,246,215,91,573,3,0,3
4063,3193,78,8,67,4,3722,231,226,128,3130,0,22,6
4064,3055,190,12,361,63,1864,220,249,161,3800,0,22,0
4065,2886,102,16,339,120,1813,245,218,98,1099,2,31,1
4066,2782,127,16,108,28,2029,245,228,106,850,2,30,4
4067,2971,198,16,124,22,1293,214,252,168,1599,2,31,1
4068,2205,123,21,0,0,764,250,219,87,362,3,3,3
4069,2198,11,4,0,0,785,216,232,153,351,3,13,3
4070,2199,17,21,60,9,942,197,190,123,342,3,9,2
4071,2224,133,20,0,0,1130,248,226,96,272,3,0,3
4072,2212,164,8,0,0,1120,228,243,147,272,3,16,3
4073,2214,219,6,0,0,1116,213,246,170,277,3,0,3
4074,2222,191,22,30,8,1110,213,251,161,324,3,0,3
4075,2226,186,23,30,11,1110,217,249,153,342,3,0,3
4076,2216,145,6,0,0,1110,228,239,144,404,3,16,3
4077,2213,139,5,0,0,1110,227,238,145,426,3,16,3
4078,2215,193,12,0,0,1110,219,249,163,450,3,0,3
4079,2161,74,8,0,0,1150,230,224,127,741,3,16,3
4080,2162,289,9,0,0,1158,196,239,183,769,3,16,3
4081,2171,21,35,30,15,1248,175,146,86,997,3,9,2
4082,2127,255,5,30,-4,977,209,243,172,1423,3,16,3
4083,2138,252,20,42,8,968,170,249,214,1410,3,16,3
4084,2344,351,18,426,219,1047,185,206,157,1318,3,9,2
4085,2326,87,20,404,146,1158,244,204,80,1221,3,5,3
4086,2314,122,16,382,134,1176,245,226,105,1195,3,5,3
4087,2311,167,18,361,130,1195,232,244,135,1168,3,5,3
4088,2310,191,23,339,129,1214,212,250,160,1142,3,2,3
4089,2318,193,23,319,135,1231,211,251,164,1116,3,5,3
4090,2291,131,22,234,108,1302,249,222,88,1015,3,2,3
4091,2282,132,21,212,99,1321,248,224,94,990,3,2,3
4092,2264,133,23,175,81,1360,249,222,88,942,3,2,3
4093,2238,134,24,134,75,1421,249,220,84,872,3,2,3
4094,2228,134,26,124,70,1442,250,218,80,850,3,2,3
4095,2218,138,25,108,60,1448,248,222,86,828,3,2,3
4096,2201,139,24,90,43,1415,248,225,91,785,3,2,3
4097,2180,117,31,67,40,1384,254,194,42,745,3,2,3
4098,2147,116,22,30,11,1355,251,213,77,708,3,2,3
4099,2345,216,21,120,43,1120,194,254,189,120,3,5,2
4100,2341,110,14,127,29,1110,243,224,107,30,3,5,2
4101,2297,68,8,0,0,1116,228,225,130,240,3,15,3
4102,2333,317,13,150,52,1167,186,229,182,457,3,4,5
4103,2071,87,10,30,3,765,235,224,119,912,3,2,3
4104,2072,327,13,0,0,738,189,225,176,914,3,13,3
4105,2079,324,21,30,11,711,162,213,188,892,3,13,5
4106,2120,308,27,108,62,607,135,211,210,807,3,9,5
4107,2145,321,31,150,87,558,127,194,198,768,3,9,5
4108,2155,326,30,175,102,534,133,192,191,750,3,9,5
4109,2186,350,19,283,147,446,183,205,158,685,3,9,5
4110,2132,119,29,108,66,342,254,202,54,612,3,0,2
4111,2082,130,36,42,27,330,251,195,39,601,3,0,2
4112,3194,71,10,60,5,3723,231,221,121,3156,0,22,6
4113,3100,96,31,162,32,2794,251,180,33,3697,0,21,0
4114,3060,205,15,395,80,1627,210,252,174,3565,0,21,0
4115,2845,112,23,255,81,1894,252,209,71,1045,2,12,4
4116,2807,122,18,175,48,1974,248,222,95,955,2,12,4
4117,2808,253,15,0,0,1921,184,249,202,1068,2,12,0
4118,2253,170,5,0,0,404,224,242,153,474,3,9,3
4119,2253,191,7,0,0,424,220,246,161,499,3,9,3
4120,2203,18,6,0,0,785,216,227,149,335,3,13,3
4121,2210,329,19,90,11,1057,172,214,180,366,3,9,2
4122,2219,110,10,0,0,1159,237,230,123,301,3,16,3
4123,2215,350,12,30,-1,1150,198,219,160,301,3,16,5
4124,2220,340,15,0,0,1146,186,216,168,306,3,16,3
4125,2214,357,5,0,0,1140,213,231,157,335,3,16,3
4126,2215,323,9,0,0,1140,196,230,174,350,3,16,3
4127,2217,340,12,0,0,1140,195,223,166,366,3,16,3
4128,2219,0,14,0,0,1140,199,214,151,384,3,16,3
4129,2221,354,17,0,0,1140,189,207,155,404,3,16,3
4130,2226,356,21,30,7,1140,183,198,150,424,3,16,3
4131,2212,245,10,0,0,1140,200,248,186,492,3,0,3
4132,2164,40,16,0,0,1179,220,204,114,752,3,16,3
4133,2162,322,8,0,0,1187,200,232,172,780,3,16,3
4134,2172,261,18,30,10,1195,172,247,211,808,3,9,3
4135,2172,8,33,60,19,1317,164,157,115,1092,3,9,2
4136,2225,34,37,150,95,1116,189,136,56,1544,3,9,2
4137,2137,54,20,0,0,959,227,192,89,1463,3,9,3
4138,2132,252,14,30,2,940,188,249,198,1438,3,16,3
4139,2144,249,27,60,14,931,152,247,225,1426,3,16,3
4140,2340,99,21,404,159,1116,249,206,75,1262,3,5,3
4141,2326,103,24,382,145,1134,252,200,62,1235,3,5,3
4142,2312,113,22,361,132,1153,252,211,75,1209,3,5,3
4143,2301,141,19,339,121,1172,244,232,109,1183,3,2,3
4144,2306,183,21,277,123,1224,220,249,151,1107,3,5,3
4145,2304,143,18,255,121,1242,243,234,113,1082,3,5,3
4146,2293,118,21,234,105,1260,251,215,82,1057,3,5,3
4147,2281,119,19,212,93,1279,249,220,92,1032,3,2,3
4148,2257,118,22,150,74,1338,251,214,78,960,3,2,3
4149,2245,128,23,134,62,1358,251,218,81,937,3,2,3
4150,2238,139,24,124,75,1379,248,224,90,914,3,2,3
4151,2229,138,27,108,66,1400,249,219,80,892,3,2,3
4152,2206,141,28,85,48,1442,247,220,82,849,3,2,3
4153,2199,146,27,67,41,1456,245,225,90,828,3,2,3
4154,2190,147,28,60,32,1441,244,224,88,807,3,2,3
4155,2181,143,29,60,23,1425,246,219,80,787,3,2,3
4156,2170,129,31,42,24,1410,252,205,56,768,3,2,3
4157,2140,109,14,0,0,1382,243,224,108,732,3,2,3
4158,2215,12,25,30,14,1243,187,182,123,601,3,9,2
4159,2317,97,13,42,8,1140,241,220,106,124,3,5,2
4160,2068,327,34,67,32,390,119,181,190,641,3,9,5
4161,2090,15,23,175,70,450,193,186,123,674,3,9,5
4162,3052,195,16,361,72,1660,216,251,165,3598,0,21,0
4163,2897,223,8,90,13,1610,210,248,174,1543,2,31,4
4164,2260,126,4,0,0,295,227,237,145,366,3,9,3
4165,2251,175,5,0,0,467,223,243,154,541,3,9,3
4166,2212,129,23,0,0,768,251,218,82,342,3,3,3
4167,2206,24,3,0,0,787,218,233,152,324,3,13,3
4168,2376,0,1,446,212,1423,217,236,156,711,3,5,2
4169,2220,48,7,0,0,1189,223,224,136,331,3,16,3
4170,2238,2,36,30,21,1170,146,147,120,408,3,9,2
4171,2169,338,11,0,0,1224,195,224,168,819,3,16,3
4172,2175,223,10,0,0,1233,208,250,178,847,3,16,3
4173,2177,192,19,0,0,1243,215,251,163,875,3,16,3
4174,2223,340,39,120,79,1209,111,153,163,1477,3,9,2
4175,2175,7,28,120,37,979,174,172,124,1544,3,9,2
4176,2341,320,17,395,216,911,174,221,186,1351,3,5,2
4177,2351,351,17,430,226,953,188,209,157,1362,3,9,2
4178,2344,117,17,404,160,1074,247,222,97,1302,3,5,3
4179,2333,109,22,382,149,1092,251,209,75,1276,3,5,3
4180,2320,102,24,361,139,1110,252,200,62,1250,3,5,3
4181,2294,114,19,319,114,1148,249,218,89,1199,3,2,3
4182,2289,157,16,297,109,1165,236,241,130,1173,3,2,3
4183,2289,190,21,277,108,1182,215,251,160,1148,3,2,3
4184,2293,199,22,255,112,1200,207,253,171,1123,3,2,3
4185,2290,116,17,212,107,1237,247,222,97,1074,3,2,3
4186,2274,109,17,170,86,1276,247,218,94,1026,3,2,3
4187,2253,115,24,127,70,1316,252,209,70,979,3,2,3
4188,2194,145,31,60,31,1421,245,217,75,870,3,2,3
4189,2183,150,31,42,25,1443,241,221,83,850,3,2,3
4190,2175,152,31,30,17,1465,240,223,88,830,3,2,3
4191,2165,149,28,30,7,1451,243,225,91,811,3,2,3
4192,2156,135,22,30,10,1437,248,224,92,792,3,2,3
4193,2146,100,14,0,0,1422,243,219,102,774,3,2,3
4194,2140,21,10,0,0,1409,214,219,141,757,3,3,3
4195,2289,297,29,124,54,1260,126,216,223,664,3,9,2
4196,2307,18,23,134,63,1277,196,185,118,573,3,9,2
4197,2289,335,22,120,45,1265,164,204,176,454,3,9,2
4198,2325,302,8,95,23,1184,199,237,177,162,3,5,3
4199,2338,248,9,150,12,1176,202,247,183,108,3,5,3
4200,2309,51,3,0,0,1170,221,232,148,162,3,5,3
4201,2312,344,8,0,0,1172,203,227,163,190,3,15,3
4202,2083,316,15,0,0,793,178,225,187,886,3,13,3
4203,2102,318,24,42,21,741,149,210,197,933,3,9,5
4204,2147,285,28,170,80,618,130,226,229,834,3,9,5
4205,2081,111,28,30,15,391,254,197,50,663,3,0,2
4206,2055,45,11,0,0,391,223,217,127,660,3,9,3
4207,3197,36,12,42,6,3696,219,212,127,3223,0,38,6
4208,2903,337,31,256,54,270,138,181,173,1661,0,29,0
4209,2890,239,6,60,6,1611,210,245,173,1595,2,31,4
4210,2893,220,8,60,8,1637,211,248,173,1557,2,31,4
4211,2900,230,7,67,13,1664,209,247,175,1504,2,31,4
4212,2798,112,18,134,34,2018,248,219,93,997,2,12,4
4213,2826,29,14,242,68,2520,214,208,127,759,2,23,1
4214,2313,123,17,150,32,90,246,225,101,342,3,10,2
4215,2307,136,15,127,26,108,242,233,117,335,3,10,2
4216,2247,68,4,0,0,509,224,231,142,582,3,9,3
4217,2246,204,5,0,0,531,217,244,163,607,3,9,3
4218,2216,132,19,0,0,774,247,226,100,339,3,13,3
4219,2241,332,14,42,10,1203,187,222,174,371,3,9,5
4220,2266,350,38,60,52,1200,127,149,142,417,3,9,2
4221,2216,100,23,0,0,1200,250,203,69,509,3,3,3
4222,2175,18,24,30,6,1262,194,183,117,859,3,16,3
4223,2173,22,13,30,-1,1271,211,211,134,886,3,16,3
4224,2172,296,8,0,0,1282,197,238,180,914,3,16,3
4225,2182,272,24,0,0,1292,150,239,225,942,3,16,3
4226,2255,344,40,153,111,1167,114,149,155,1482,3,9,2
4227,2246,46,37,190,114,1050,203,134,36,1557,3,9,2
4228,2135,13,8,0,0,882,213,225,149,1493,3,16,3
4229,2140,265,13,30,5,874,187,246,197,1482,3,16,3
4230,2358,337,12,437,233,902,195,224,168,1385,3,5,2
4231,2355,82,5,446,162,999,227,231,138,1396,3,5,3
4232,2353,114,8,424,160,1015,235,232,129,1370,3,5,3
4233,2340,97,15,382,153,1050,243,217,99,1317,3,5,3
4234,2332,93,20,361,148,1068,247,206,79,1291,3,5,3
4235,2321,93,23,339,137,1087,249,198,65,1266,3,5,3
4236,2294,102,23,297,113,1123,251,204,69,1215,3,2,3
4237,2282,128,19,277,102,1140,247,225,98,1190,3,2,3
4238,2276,178,18,255,96,1158,225,248,149,1165,3,2,3
4239,2281,210,21,234,100,1176,199,254,183,1140,3,2,3
4240,2289,189,16,212,108,1195,219,250,160,1116,3,2,3
4241,2285,139,16,192,102,1214,242,233,115,1092,3,2,3
4242,2206,125,32,60,23,1358,253,198,46,933,3,2,3
4243,2189,135,33,42,26,1379,250,205,55,912,3,2,3
4244,2177,144,31,30,14,1401,245,216,74,892,3,2,3
4245,2166,148,27,30,8,1423,244,226,93,872,3,2,3
4246,2158,149,19,0,0,1445,241,235,115,853,3,2,3
4247,2150,55,6,0,0,1463,224,227,139,816,3,2,3
4248,2182,7,15,0,0,1348,200,208,143,684,3,9,2
4249,2246,343,27,60,35,1307,155,188,165,660,3,9,2
4250,2277,292,33,90,42,1290,113,214,232,684,3,9,2
4251,2336,0,20,67,27,1224,186,198,146,228,3,9,2
4252,2321,129,17,42,10,1200,245,228,106,108,3,5,2
4253,2312,77,3,0,0,1200,224,233,145,150,3,5,3
4254,2094,126,18,30,6,886,247,225,98,792,3,2,3
4255,2080,337,8,0,0,834,203,229,165,847,3,13,3
4256,2062,75,12,0,0,420,234,217,113,691,3,9,3
4257,2115,6,26,201,83,499,178,180,130,731,3,9,5
4258,2119,354,26,228,92,516,167,186,149,741,3,9,5
4259,2122,323,16,234,27,421,177,221,183,808,3,9,5
4260,3200,14,12,60,9,3668,209,216,143,3264,0,22,6
4261,2932,339,24,60,14,384,161,198,171,2278,0,28,0
4262,2932,337,18,335,95,350,178,212,172,1499,0,29,1
4263,2912,39,13,306,102,306,220,212,124,607,0,28,1
4264,2820,41,5,42,0,1342,221,228,143,972,2,22,4
4265,2826,347,6,30,6,1415,208,230,160,1120,2,22,4
4266,2826,343,6,42,-1,1431,208,231,161,1150,2,22,4
4267,2888,209,5,30,4,1639,216,244,165,1597,2,31,4
4268,2898,164,8,95,7,1717,227,243,148,1466,2,31,4
4269,2894,176,8,212,3,1775,224,245,154,1365,2,31,4
4270,2896,173,9,272,5,1806,226,245,151,1315,2,31,4
4271,2824,115,21,170,58,1982,251,215,82,1082,2,12,4
4272,2795,111,17,108,31,2040,247,220,96,1019,2,12,4
4273,2787,109,16,95,23,2060,246,220,98,999,2,12,4
4274,2779,110,15,85,18,2081,244,222,103,979,2,12,4
4275,2270,45,8,0,0,255,223,223,135,379,3,9,3
4276,2239,153,20,0,0,700,240,236,116,470,3,3,3
4277,2232,147,27,0,0,722,244,225,92,443,3,3,3
4278,2221,163,27,0,0,738,233,236,115,417,3,3,3
4279,2224,175,28,30,3,752,223,241,132,391,3,3,3
4280,2222,160,25,30,8,767,236,235,114,366,3,3,3
4281,2243,255,19,30,12,1233,173,248,211,400,3,9,5
4282,2264,306,23,67,29,1230,150,219,207,418,3,1,5
4283,2233,69,34,30,17,1230,233,153,23,511,3,3,2
4284,2180,8,20,30,8,1310,193,196,137,926,3,16,3
4285,2190,293,23,0,0,1320,151,228,215,953,3,16,3
4286,2255,350,41,180,111,1199,116,138,137,1423,3,9,2
4287,2265,341,46,180,121,1183,85,128,154,1433,3,9,2
4288,2140,47,13,0,0,854,224,212,120,1521,3,9,3
4289,2138,277,4,0,0,845,209,240,169,1510,3,16,3
4290,2364,51,10,446,170,957,225,219,127,1437,3,5,3
4291,2358,65,10,426,165,973,230,221,123,1410,3,5,3
4292,2354,74,10,404,161,990,232,222,122,1384,3,5,3
4293,2348,81,12,382,155,1008,236,219,112,1358,3,5,3
4294,2318,103,24,319,134,1064,252,201,63,1282,3,5,3
4295,2305,106,26,297,121,1082,253,199,57,1256,3,2,3
4296,2291,109,27,277,110,1099,254,199,55,1231,3,2,3
4297,2268,165,16,234,88,1134,232,243,137,1182,3,2,3
4298,2272,212,21,212,92,1153,198,254,185,1158,3,2,3
4299,2278,153,20,170,97,1191,240,236,116,1110,3,2,3
4300,2258,132,27,127,75,1231,251,214,72,1064,3,2,3
4301,2211,126,32,42,28,1315,253,200,48,976,3,2,3
4302,2194,123,34,30,11,1337,253,192,36,955,3,2,3
4303,2175,126,30,30,12,1358,253,204,55,934,3,2,3
4304,2163,130,19,0,0,1380,247,226,100,914,3,2,3
4305,2156,9,9,0,0,1425,210,222,149,876,3,2,3
4306,2248,303,31,95,37,1342,120,208,220,691,3,9,2
4307,2261,16,27,42,24,1332,186,173,112,691,3,9,2
4308,2327,321,23,150,37,1300,155,210,192,408,3,9,2
4309,2342,25,11,108,33,1248,215,216,137,216,3,5,2
4310,2318,80,12,30,7,1230,236,219,113,134,3,5,2
4311,2311,30,7,0,0,1230,218,226,143,150,3,5,3
4312,2342,342,17,134,40,1248,184,213,167,351,3,9,5
4313,2087,8,10,0,0,875,208,219,148,808,3,13,3
4314,2094,90,23,60,21,459,248,197,65,730,3,0,5
4315,2073,67,17,0,0,451,234,204,96,722,3,9,3
4316,3202,4,12,60,11,3550,204,216,149,3349,0,22,6
4317,2823,312,7,30,0,1410,202,235,173,1065,2,22,4
4318,2862,291,11,124,-18,1604,190,238,188,1421,2,22,4
4319,2885,209,5,0,0,1678,216,244,165,1583,2,22,4
4320,2891,246,8,0,0,1704,203,247,182,1559,2,22,4
4321,2896,171,5,60,5,1731,223,242,154,1507,2,31,4
4322,2893,104,2,180,2,1786,222,236,150,1406,2,31,4
4323,2892,163,5,240,1,1816,225,241,151,1357,2,31,4
4324,2889,155,10,300,-1,1848,231,241,141,1308,2,31,4
4325,2293,93,13,67,12,162,241,219,106,391,3,10,2
4326,2283,125,10,30,4,212,236,233,127,391,3,10,2
4327,2276,36,6,0,0,255,220,226,143,400,3,9,3
4328,2285,5,19,108,25,417,192,199,140,492,3,9,2
4329,2262,38,21,60,11,553,215,188,99,618,3,9,2
4330,2247,63,11,30,0,594,230,218,121,626,3,9,2
4331,2241,162,5,0,0,638,224,241,151,569,3,9,3
4332,2211,128,8,0,0,778,234,235,133,376,3,13,3
4333,2209,177,5,0,0,793,222,242,155,350,3,13,3
4334,2213,313,8,0,0,808,198,234,176,324,3,13,3
4335,2222,229,14,0,0,1266,199,252,188,424,3,16,3
4336,2208,118,9,0,0,1261,236,232,127,616,3,16,3
4337,2204,178,17,0,0,1263,225,248,149,638,3,16,3
4338,2193,38,24,0,0,1338,211,179,91,939,3,16,3
4339,2297,337,35,190,142,1260,123,168,171,1300,3,9,2
4340,2139,351,6,0,0,816,210,230,159,1538,3,16,3
4341,2370,37,12,446,176,916,219,214,128,1465,3,5,3
4342,2366,66,12,424,172,932,232,215,114,1451,3,5,3
4343,2359,85,11,404,165,949,236,221,114,1425,3,5,3
4344,2355,100,11,384,162,966,238,225,116,1399,3,5,3
4345,2349,108,14,361,156,984,243,223,106,1374,3,5,3
4346,2340,109,19,339,147,1003,249,215,86,1348,3,5,3
4347,2327,107,24,319,140,1022,252,204,65,1323,3,5,3
4348,2258,156,19,212,77,1110,238,238,121,1200,3,2,3
4349,2261,205,22,192,81,1129,201,254,178,1176,3,2,3
4350,2257,142,29,127,76,1189,247,219,80,1106,3,2,3
4351,2214,135,30,42,26,1273,250,211,66,1018,3,2,3
4352,2200,127,32,30,17,1294,253,201,49,997,3,2,3
4353,2168,113,19,0,0,1338,249,217,87,957,3,2,3
4354,2273,320,26,85,36,1366,144,205,196,720,3,9,2
4355,2327,338,28,192,37,1338,148,188,172,446,3,9,2
4356,2336,332,21,175,46,1328,167,209,179,418,3,9,2
4357,2344,42,7,134,35,1277,222,224,137,234,3,5,2
4358,2341,98,2,108,14,1269,222,236,151,192,3,5,2
4359,2326,52,3,0,0,1260,221,233,149,153,3,5,3
4360,2325,28,12,0,0,1260,215,213,133,162,3,5,3
4361,2353,347,13,175,51,1283,195,218,162,390,3,5,5
4362,2355,356,6,212,60,1295,210,229,157,361,3,5,5
4363,2089,36,4,0,0,942,220,230,147,741,3,2,3
4364,2094,341,13,0,0,916,192,220,166,769,3,13,3
4365,2157,343,30,134,83,745,146,180,164,960,3,9,5
4366,2204,318,21,295,137,618,161,216,194,860,3,9,5
4367,2147,62,29,124,52,513,230,168,51,779,3,0,5
4368,2158,347,28,192,112,524,154,181,157,771,3,9,5
4369,2156,11,31,212,117,537,171,161,113,779,3,9,5
4370,2153,358,31,283,121,540,158,167,135,808,3,9,5
4371,2106,142,30,67,32,240,247,217,75,825,3,0,2
4372,3210,10,17,90,19,3583,199,203,138,3360,0,22,6
4373,2894,357,10,30,0,780,205,222,155,2701,0,21,0
4374,2978,347,38,218,105,277,123,152,149,2003,0,29,0
4375,2990,344,23,488,169,509,169,199,165,1356,0,29,1
4376,2829,28,15,95,4,1396,213,207,127,983,2,22,4
4377,2894,29,2,60,3,1758,218,233,152,1523,2,31,4
4378,2879,144,13,319,104,1905,239,237,125,1279,2,12,4
